compound.dt50.sediment,compound.dt50.soil,compound.dt50.surfaceWater,compound.dt50.system,compound.freundlich,compound.henry,compound.koc,compound.molarMass,compound.name,compound.plant_uptake,compound.reference_temperature,compound.vapor_pressure,compound.water_solubility,gap.application_dates.0,gap.application_dates.1,gap.arguments.apply_every_n_years,gap.arguments.interval,gap.arguments.modelCrop,gap.arguments.name,gap.arguments.number_of_applications,gap.arguments.rate,gap.arguments.time_in_year,gap.converted_rates.0,gap.converted_rates.1,gap.type,gap.yearly_application_on_soil,scenario,0.compound_pec,0.compound_name
6.0,33.9,6.0,6.0,0.96,7400000.0,298.0,300.0,Compound 9014654211446305075,0.0,20.0,7400000.0,298.0,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,7.060240899367153e-07,Compound 9014654211446305075
6.0,54.0,6.0,6.0,0.87,0.000166,206032.34,300.0,Compound -2026663838601870551,0.0,20.0,0.11,206032.343,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.0,Compound -2026663838601870551
6.0,20.8,6.0,6.0,0.88,-3.09e-07,-252422.52,300.0,Compound 5942624394170356540,0.0,20.0,0.00026,-252422.5195,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.0,Compound 5942624394170356540
6.0,276.0,6.0,6.0,0.83,3.74e-05,189287.37,300.0,Compound 2378626391455256244,0.0,20.0,0.024,189287.3693,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.0,Compound 2378626391455256244
6.0,0.4,6.0,6.0,1.0,1.03e-08,189343.41,300.0,Compound 299835329118726130,0.0,20.0,6.5e-06,189343.4083,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.0,Compound 299835329118726130
6.0,87.37,6.0,6.0,0.9,474.0,1179677.21,300.0,Compound -2602474729252123181,0.0,20.0,1900000.0,1179677.2096,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.0,Compound -2602474729252123181
6.0,31.7,6.0,6.0,0.934,0.000661,10040.0,300.0,Compound 4926322432347677958,0.0,20.0,0.022,10040.0,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.0,Compound 4926322432347677958
6.0,102.38,6.0,6.0,1.0,0.4,18.0,300.0,Compound 257643899337369627,0.0,20.0,0.024,18.0,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,1.9206000895656068,Compound 257643899337369627
6.0,10.8,6.0,6.0,0.84,11.2,321.6,300.0,Compound -9060746318247570706,0.0,20.0,12.0,321.6,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.0,Compound -9060746318247570706
6.0,56.7,6.0,6.0,0.67,436.0,1179677.21,300.0,Compound -5786556377296224289,0.0,20.0,1700000.0,1179677.2096,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,0.0,Compound -5786556377296224289
6.0,95.38,6.0,6.0,1.0,424000.0,506.0,300.0,Compound 827750382357662744,0.0,20.0,710000.0,506.0,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,Scenario.C,1.3598166733195461e-05,Compound 827750382357662744
