compound.dt50.sediment,compound.dt50.soil,compound.dt50.surfaceWater,compound.dt50.system,compound.freundlich,compound.koc,compound.metabolites.0.formation_fraction,compound.metabolites.0.metabolite.dt50.sediment,compound.metabolites.0.metabolite.dt50.soil,compound.metabolites.0.metabolite.dt50.surfaceWater,compound.metabolites.0.metabolite.dt50.system,compound.metabolites.0.metabolite.freundlich,compound.metabolites.0.metabolite.koc,compound.metabolites.0.metabolite.molarMass,compound.metabolites.0.metabolite.name,compound.metabolites.0.metabolite.plant_uptake,compound.metabolites.0.metabolite.reference_temperature,compound.metabolites.0.metabolite.vapor_pressure,compound.metabolites.0.metabolite.water_solubility,compound.molarMass,compound.name,compound.plant_uptake,compound.reference_temperature,compound.vapor_pressure,compound.water_solubility,gap.application_dates.0,gap.application_dates.1,gap.arguments.apply_every_n_years,gap.arguments.interval,gap.arguments.modelCrop,gap.arguments.name,gap.arguments.number_of_applications,gap.arguments.rate,gap.arguments.time_in_year,gap.converted_rates.0,gap.converted_rates.1,gap.type,gap.yearly_application_on_soil,scenario,0.compound_pec,1.compound_pec,0.compound_name,1.compound_name
6.0,71.71,6.0,6.0,0.95252,137.04,0.2,6.0,175.57,6.0,6.0,0.89359,1.7,300.0,Compound -6730724768749601454,0.0,20.0,0.0001,80.0,300.0,Compound -6365367293500111751,0.0,20.0,1.2e-07,12.1016,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.9662778596174363,7.62705602663566,Compound -6365367293500111751,Compound -6730724768749601454
6.0,132.18,6.0,6.0,0.79406,1.21,0.2,6.0,18.58,6.0,6.0,0.87838,206.99,300.0,Compound 989570507880670036,0.0,20.0,0.0001,80.0,300.0,Compound 341061051494750179,0.0,20.0,4.8e-05,246.5843,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,29.913126276575483,0.12815182163726221,Compound 341061051494750179,Compound 989570507880670036
6.0,12.26,6.0,6.0,0.8149,55.03,0.2,6.0,11.92,6.0,6.0,1.17941,146.96,300.0,Compound -9181048631321074718,0.0,20.0,0.0001,80.0,300.0,Compound -6557764150227218143,0.0,20.0,0.00022,67399.1785,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,4.805245780989665e-09,0.04601820842167574,Compound -6557764150227218143,Compound -9181048631321074718
6.0,112.04,6.0,6.0,1.1401,703.38,0.2,6.0,7.42,6.0,6.0,1.16638,0.18,300.0,Compound 44706606112366304,0.0,20.0,0.0001,80.0,300.0,Compound -5352824639823545282,0.0,20.0,0.72,1000.0791,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.27825161268991633,0.13125900795528334,Compound -5352824639823545282,Compound 44706606112366304
6.0,119.97,6.0,6.0,1.06688,0.79,0.2,6.0,1.14,6.0,6.0,0.881,14.06,300.0,Compound 5674941604563840299,0.0,20.0,0.0001,80.0,300.0,Compound 9200078914637457619,0.0,20.0,0.00012,72.2841,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,22.53223689907609,0.03360372097586006,Compound 9200078914637457619,Compound 5674941604563840299
6.0,16.4,6.0,6.0,0.81456,0.38,0.2,6.0,3.93,6.0,6.0,1.12398,0.35,300.0,Compound -459503447094596732,0.0,20.0,0.0001,80.0,300.0,Compound 7324757817657513627,0.0,20.0,3.7e-07,0.4132,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,1.9539777743418059,0.12650463899095982,Compound 7324757817657513627,Compound -459503447094596732
6.0,352.19,6.0,6.0,0.81797,0.89,0.2,6.0,76.47,6.0,6.0,0.85155,0.38,300.0,Compound 1032588330196125540,0.0,20.0,0.0001,80.0,300.0,Compound 1024344364747632531,0.0,20.0,9.2e-05,745.2407,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,42.45365381343401,1.1148852869592334,Compound 1024344364747632531,Compound 1032588330196125540
6.0,65.84,6.0,6.0,1.0638,1039.62,0.2,6.0,16.01,6.0,6.0,0.87725,880.47,300.0,Compound -3238080963279383984,0.0,20.0,0.0001,80.0,300.0,Compound 2819063234656230525,0.0,20.0,0.00089,67.3042,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.004966991875376902,4.9970655411435374e-05,Compound 2819063234656230525,Compound -3238080963279383984
6.0,202.09,6.0,6.0,0.76387,1621.16,0.2,6.0,8.66,6.0,6.0,0.70454,3.02,300.0,Compound -6932148072978726229,0.0,20.0,0.0001,80.0,300.0,Compound 6694065626455272123,0.0,20.0,9e-06,99.759,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.0,0.024692465383624854,Compound 6694065626455272123,Compound -6932148072978726229
6.0,18.81,6.0,6.0,0.89343,0.13,0.2,6.0,1.3,6.0,6.0,1.01992,0.43,300.0,Compound 246955541059604414,0.0,20.0,0.0001,80.0,300.0,Compound 2566139435166327671,0.0,20.0,2.8e-05,153.7735,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,3.2826154503211304,0.048650995825050794,Compound 2566139435166327671,Compound 246955541059604414
6.0,297.84,6.0,6.0,1.01255,104.21,0.2,6.0,51.58,6.0,6.0,0.70794,2.02,300.0,Compound 5328526981212491597,0.0,20.0,0.0001,80.0,300.0,Compound 5962865539312474379,0.0,20.0,5.2e-07,32.0499,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,19.104688572387055,2.302913233291946,Compound 5962865539312474379,Compound 5328526981212491597
6.0,318.28,6.0,6.0,0.97575,20.53,0.2,6.0,422.11,6.0,6.0,1.14523,0.33,300.0,Compound -889754246816671923,0.0,20.0,0.0001,80.0,300.0,Compound 4634742546944277577,0.0,20.0,0.0051,22.3272,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,12.725428641782637,0.7894284987771945,Compound 4634742546944277577,Compound -889754246816671923
6.0,357.12,6.0,6.0,0.99319,1.62,0.2,6.0,22.89,6.0,6.0,0.99632,0.21,300.0,Compound -4978727049826570042,0.0,20.0,0.0001,80.0,300.0,Compound 9064076693205206049,0.0,20.0,0.00016,6318.0659,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,44.041655804842875,0.5779148465498382,Compound 9064076693205206049,Compound -4978727049826570042
6.0,287.59,6.0,6.0,1.00783,276.19,0.2,6.0,67.8,6.0,6.0,0.76872,75.82,300.0,Compound -4598887306604277532,0.0,20.0,0.0001,80.0,300.0,Compound 7968653932004244861,0.0,20.0,3.6e-05,22.0971,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,7.101429451209489,0.2019318841927769,Compound 7968653932004244861,Compound -4598887306604277532
6.0,148.4,6.0,6.0,1.00702,2968.72,0.2,6.0,15.52,6.0,6.0,1.08223,14.43,300.0,Compound 3494659650458940642,0.0,20.0,0.0001,80.0,300.0,Compound 3592943073964443264,0.0,20.0,3.2e-07,5096.7947,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,1.6097133529368303e-05,0.7028152206247584,Compound 3592943073964443264,Compound 3494659650458940642
6.0,164.75,6.0,6.0,0.97186,7.94,0.2,6.0,1.15,6.0,6.0,0.82961,2855.56,300.0,Compound -5701048447358272558,0.0,20.0,0.0001,80.0,300.0,Compound 8479599811764360868,0.0,20.0,0.0003,5.347,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,13.961824269235574,0.009830536755874251,Compound 8479599811764360868,Compound -5701048447358272558
6.0,63.43,6.0,6.0,0.8397,9.77,0.2,6.0,1.98,6.0,6.0,0.77855,0.65,300.0,Compound -449920184960206619,0.0,20.0,0.0001,80.0,300.0,Compound -1179916446276653751,0.0,20.0,1.1e-06,84.8917,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,12.834082904204724,0.10375050336683661,Compound -1179916446276653751,Compound -449920184960206619
6.0,373.56,6.0,6.0,1.13019,13.3,0.2,6.0,1.91,6.0,6.0,0.71818,15.83,300.0,Compound 7957103702471734298,0.0,20.0,0.0001,80.0,300.0,Compound -1485390011413814003,0.0,20.0,0.0053,1062.6612,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,27.752327185598045,0.014908506277509503,Compound -1485390011413814003,Compound 7957103702471734298
6.0,57.88,6.0,6.0,0.72645,3.78,0.2,6.0,40.45,6.0,6.0,1.01904,0.17,300.0,Compound 4712189925323055587,0.0,20.0,0.0001,80.0,300.0,Compound 936547097434073875,0.0,20.0,1.2e-07,72.0081,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,14.381468594900724,3.363484294411866,Compound 936547097434073875,Compound 4712189925323055587
6.0,218.57,6.0,6.0,0.76567,131.52,0.2,6.0,156.25,6.0,6.0,0.83122,496.43,300.0,Compound 2347356138921471684,0.0,20.0,0.0001,80.0,300.0,Compound -6912012898333175630,0.0,20.0,5e-06,17.1001,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,1.3737637521641881,0.053017074476417125,Compound -6912012898333175630,Compound 2347356138921471684
6.0,418.97,6.0,6.0,0.81642,3.67,0.2,6.0,28.04,6.0,6.0,1.03229,24.23,300.0,Compound -1139684968549910361,0.0,20.0,0.0001,80.0,300.0,Compound 13279661895049736,0.0,20.0,6.9e-07,65.529,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,42.27483426980779,0.4182616673936605,Compound 13279661895049736,Compound -1139684968549910361
6.0,256.93,6.0,6.0,0.74953,245.21,0.2,6.0,3.74,6.0,6.0,0.84829,15.51,300.0,Compound -3081623410069894368,0.0,20.0,0.0001,80.0,300.0,Compound -3196618882966943038,0.0,20.0,0.00015,17.2251,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.0009032307937655747,0.0020282226201436865,Compound -3196618882966943038,Compound -3081623410069894368
6.0,131.94,6.0,6.0,0.85305,558.48,0.2,6.0,17.13,6.0,6.0,0.90459,2176.2,300.0,Compound 4564770035375011925,0.0,20.0,0.0001,80.0,300.0,Compound 8175867464998626245,0.0,20.0,2.1e-05,959.8102,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,2.529248110281516e-07,4.017988086010787e-09,Compound 8175867464998626245,Compound 4564770035375011925
6.0,204.27,6.0,6.0,0.93181,2.21,0.2,6.0,202.26,6.0,6.0,0.92976,3.03,300.0,Compound 8317358175217140737,0.0,20.0,0.0001,80.0,300.0,Compound -5407061481125181110,0.0,20.0,8.1e-06,22.0784,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,34.2427824086809,2.0272068546709825,Compound -5407061481125181110,Compound 8317358175217140737
6.0,416.14,6.0,6.0,0.91566,3.62,0.2,6.0,60.83,6.0,6.0,0.89381,64.72,300.0,Compound -1372385358233752204,0.0,20.0,0.0001,80.0,300.0,Compound -5582046093252834601,0.0,20.0,6.1e-07,1.3111,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,37.71341839258002,0.17418447253404545,Compound -5582046093252834601,Compound -1372385358233752204
6.0,242.93,6.0,6.0,1.10245,161.9,0.2,6.0,389.78,6.0,6.0,0.78414,150.87,300.0,Compound -232236529088685833,0.0,20.0,0.0001,80.0,300.0,Compound 7882492574548813110,0.0,20.0,1.8e-06,127.1953,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,15.261881621489591,0.9336147181390634,Compound 7882492574548813110,Compound -232236529088685833
6.0,399.28,6.0,6.0,0.91065,0.3,0.2,6.0,15.97,6.0,6.0,0.79627,35.82,300.0,Compound 2035706546883989712,0.0,20.0,0.0001,80.0,300.0,Compound -428327057640335038,0.0,20.0,1e-05,13.9239,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,35.62046307759495,0.04992946792673548,Compound -428327057640335038,Compound 2035706546883989712
6.0,35.16,6.0,6.0,0.79243,27.19,0.2,6.0,11.12,6.0,6.0,1.06584,0.11,300.0,Compound 1888634507562897244,0.0,20.0,0.0001,80.0,300.0,Compound -8659471668483968354,0.0,20.0,6.4e-05,244.3364,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.4185544350398194,0.705984766236639,Compound -8659471668483968354,Compound 1888634507562897244
6.0,434.45,6.0,6.0,0.9284,8.82,0.2,6.0,155.94,6.0,6.0,0.83989,31.68,300.0,Compound 2771471618536909240,0.0,20.0,0.0001,80.0,300.0,Compound 1003502982237936038,0.0,20.0,0.00014,9.969,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,22.242968448686984,0.29540664734287436,Compound 1003502982237936038,Compound 2771471618536909240
6.0,115.13,6.0,6.0,0.93798,0.13,0.2,6.0,10.15,6.0,6.0,1.11292,43.4,300.0,Compound -3447698207330361102,0.0,20.0,0.0001,80.0,300.0,Compound -9197934529463759800,0.0,20.0,5.2e-06,50.5064,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,30.52829992211823,0.3730430380421388,Compound -9197934529463759800,Compound -3447698207330361102
6.0,17.43,6.0,6.0,1.18043,13.08,0.2,6.0,1.93,6.0,6.0,0.9227,23.89,300.0,Compound 5736154762109094050,0.0,20.0,0.0001,80.0,300.0,Compound -2468388758922049257,0.0,20.0,0.00012,40.6532,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,1.566588639220876,0.02542806402347765,Compound -2468388758922049257,Compound 5736154762109094050
6.0,350.89,6.0,6.0,0.79335,0.12,0.2,6.0,387.14,6.0,6.0,0.98692,23.62,300.0,Compound -572342616573028168,0.0,20.0,0.0001,80.0,300.0,Compound -5242754982649973735,0.0,20.0,2.5e-05,357.1086,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,44.805259477804114,1.2975330537115441,Compound -5242754982649973735,Compound -572342616573028168
6.0,248.53,6.0,6.0,0.93165,11.98,0.2,6.0,275.48,6.0,6.0,0.70994,44.98,300.0,Compound 4182922506367340035,0.0,20.0,0.0001,80.0,300.0,Compound -1693909747472655029,0.0,20.0,0.0031,1053.4605,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,23.96040894343848,0.39856514564370826,Compound -1693909747472655029,Compound 4182922506367340035
6.0,298.39,6.0,6.0,0.98226,61.8,0.2,6.0,1.95,6.0,6.0,1.12628,0.14,300.0,Compound 2562076182072785918,0.0,20.0,0.0001,80.0,300.0,Compound 4547590460032253927,0.0,20.0,2.6e-06,451.4238,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,23.94772094358216,0.08417230036980064,Compound 4547590460032253927,Compound 2562076182072785918
6.0,205.29,6.0,6.0,0.87487,0.53,0.2,6.0,1.23,6.0,6.0,0.8512,1.75,300.0,Compound -1454192710638642188,0.0,20.0,0.0001,80.0,300.0,Compound -1842645222835557235,0.0,20.0,1.1e-07,564.4561,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,40.20170102251382,0.04407251010991774,Compound -1842645222835557235,Compound -1454192710638642188
6.0,91.16,6.0,6.0,1.14865,1.42,0.2,6.0,55.49,6.0,6.0,0.9798,2.56,300.0,Compound 4556575414505919465,0.0,20.0,0.0001,80.0,300.0,Compound 5461145293946705580,0.0,20.0,4.2e-06,3.0338,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,20.06844044999658,2.105277796186445,Compound 5461145293946705580,Compound 4556575414505919465
6.0,350.91,6.0,6.0,1.00095,0.39,0.2,6.0,7.92,6.0,6.0,1.08136,0.46,300.0,Compound 4254278651491868960,0.0,20.0,0.0001,80.0,300.0,Compound -866556888054568215,0.0,20.0,1.5e-05,4.5866,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,28.958854749036597,0.13352865124944713,Compound -866556888054568215,Compound 4254278651491868960
6.0,410.18,6.0,6.0,0.859,0.16,0.2,6.0,96.13,6.0,6.0,1.19502,3.18,300.0,Compound -1216452304641872344,0.0,20.0,0.0001,80.0,300.0,Compound -144964089921824467,0.0,20.0,1.9e-05,1016.2206,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,46.981121135119466,1.074206437183738,Compound -144964089921824467,Compound -1216452304641872344
6.0,219.2,6.0,6.0,1.12229,3.31,0.2,6.0,177.88,6.0,6.0,1.01275,15.92,300.0,Compound 5459642136613581041,0.0,20.0,0.0001,80.0,300.0,Compound 7471518156647579375,0.0,20.0,0.00031,73.1871,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,27.138708927805887,1.179614276294644,Compound 7471518156647579375,Compound 5459642136613581041
6.0,316.92,6.0,6.0,1.15485,11.73,0.2,6.0,5.14,6.0,6.0,0.99169,10.58,300.0,Compound 9092592154903564811,0.0,20.0,0.0001,80.0,300.0,Compound 1935598139497157537,0.0,20.0,9.8e-07,1950.7745,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,40.12190809434978,0.12198674026561412,Compound 1935598139497157537,Compound 9092592154903564811
6.0,13.83,6.0,6.0,1.17538,3.72,0.2,6.0,9.17,6.0,6.0,1.12367,1181.03,300.0,Compound -3135846393896434857,0.0,20.0,0.0001,80.0,300.0,Compound 5600347833796386635,0.0,20.0,0.0033,659.9927,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.9095275850302496,0.03979415958640528,Compound 5600347833796386635,Compound -3135846393896434857
6.0,34.39,6.0,6.0,0.76076,31.17,0.2,6.0,19.01,6.0,6.0,0.80228,2213.61,300.0,Compound -3693126615583331142,0.0,20.0,0.0001,80.0,300.0,Compound -4197251087533118162,0.0,20.0,3.7e-06,157.2262,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.12457577800943778,0.0017323405952559012,Compound -4197251087533118162,Compound -3693126615583331142
6.0,261.55,6.0,6.0,0.998,2.71,0.2,6.0,15.55,6.0,6.0,0.95856,0.24,300.0,Compound -8193659199092242589,0.0,20.0,0.0001,80.0,300.0,Compound -7795755175694336323,0.0,20.0,7.5e-07,12.6692,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,39.980829430222585,0.5314807812716982,Compound -7795755175694336323,Compound -8193659199092242589
6.0,274.25,6.0,6.0,1.17963,0.29,0.2,6.0,4.07,6.0,6.0,1.14733,0.6,300.0,Compound -7874714244206625625,0.0,20.0,0.0001,80.0,300.0,Compound 7153671847909516457,0.0,20.0,0.00014,7.7982,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,18.667352224290404,0.056251863130159424,Compound 7153671847909516457,Compound -7874714244206625625
6.0,244.0,6.0,6.0,0.72115,2.41,0.2,6.0,123.91,6.0,6.0,0.94405,246.93,300.0,Compound 5539790134190312161,0.0,20.0,0.0001,80.0,300.0,Compound 3589874880378908307,0.0,20.0,1.3e-06,24.8233,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,37.197112590068194,0.2881079532832813,Compound 3589874880378908307,Compound 5539790134190312161
6.0,425.53,6.0,6.0,1.0587,2.54,0.2,6.0,18.89,6.0,6.0,1.01601,1244.94,300.0,Compound -7080250603726170771,0.0,20.0,0.0001,80.0,300.0,Compound 2555607970964108568,0.0,20.0,0.00023,56.7885,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,30.31958125303018,0.029984794678806298,Compound 2555607970964108568,Compound -7080250603726170771
6.0,96.68,6.0,6.0,0.98356,636.54,0.2,6.0,64.03,6.0,6.0,1.1631,2618.95,300.0,Compound -964495619765080419,0.0,20.0,0.0001,80.0,300.0,Compound -6024850464642095573,0.0,20.0,7.4e-07,43.6989,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.01290688184071681,0.011994259660584112,Compound -6024850464642095573,Compound -964495619765080419
6.0,396.74,6.0,6.0,1.04161,0.81,0.2,6.0,25.09,6.0,6.0,1.1151,2697.62,300.0,Compound 6782087670148822619,0.0,20.0,0.0001,80.0,300.0,Compound 6988168553578309261,0.0,20.0,1.9e-09,41.8806,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,46.48953245025691,0.07070499104834976,Compound 6988168553578309261,Compound 6782087670148822619
6.0,189.16,6.0,6.0,0.80711,286.41,0.2,6.0,45.05,6.0,6.0,0.86379,205.11,300.0,Compound 2428257555281225172,0.0,20.0,0.0001,80.0,300.0,Compound -1444651489812747587,0.0,20.0,4.5e-07,3653.5565,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.014730113861163154,0.0026697619737155436,Compound -1444651489812747587,Compound 2428257555281225172
6.0,390.63,6.0,6.0,0.8892,449.15,0.2,6.0,20.03,6.0,6.0,0.84282,4.22,300.0,Compound 863661695825106824,0.0,20.0,0.0001,80.0,300.0,Compound 3523775394774095174,0.0,20.0,3.8e-06,642.4123,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,1.2079898901013508,1.1862907929355169,Compound 3523775394774095174,Compound 863661695825106824
6.0,196.78,6.0,6.0,1.12291,0.12,0.2,6.0,3.75,6.0,6.0,0.83917,36.24,300.0,Compound 88725588819979995,0.0,20.0,0.0001,80.0,300.0,Compound 2650797317730235568,0.0,20.0,5.4e-06,184.192,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,40.05184927118177,0.06972158632475736,Compound 2650797317730235568,Compound 88725588819979995
6.0,423.9,6.0,6.0,0.75628,4.94,0.2,6.0,8.32,6.0,6.0,1.0635,298.09,300.0,Compound 614481202783447845,0.0,20.0,0.0001,80.0,300.0,Compound -8529357444451344305,0.0,20.0,9.2e-08,116.7307,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,41.66344718535995,0.06617365624961666,Compound -8529357444451344305,Compound 614481202783447845
6.0,193.81,6.0,6.0,1.15223,1908.38,0.2,6.0,19.78,6.0,6.0,1.15627,6.28,300.0,Compound -5078388364814504490,0.0,20.0,0.0001,80.0,300.0,Compound 6327914240271608280,0.0,20.0,7.8e-06,235.8475,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.29590484601369593,1.593619531101346,Compound 6327914240271608280,Compound -5078388364814504490
