compound.dt50.sediment,compound.dt50.soil,compound.dt50.surfaceWater,compound.dt50.system,compound.freundlich,compound.koc,compound.metabolites.0.formation_fraction,compound.metabolites.0.metabolite.dt50.sediment,compound.metabolites.0.metabolite.dt50.soil,compound.metabolites.0.metabolite.dt50.surfaceWater,compound.metabolites.0.metabolite.dt50.system,compound.metabolites.0.metabolite.freundlich,compound.metabolites.0.metabolite.koc,compound.metabolites.0.metabolite.molarMass,compound.metabolites.0.metabolite.name,compound.metabolites.0.metabolite.plant_uptake,compound.metabolites.0.metabolite.reference_temperature,compound.metabolites.0.metabolite.vapor_pressure,compound.metabolites.0.metabolite.water_solubility,compound.molarMass,compound.name,compound.plant_uptake,compound.reference_temperature,compound.vapor_pressure,compound.water_solubility,gap.application_dates.0,gap.application_dates.1,gap.arguments.apply_every_n_years,gap.arguments.interval,gap.arguments.modelCrop,gap.arguments.name,gap.arguments.number_of_applications,gap.arguments.rate,gap.arguments.time_in_year,gap.converted_rates.0,gap.converted_rates.1,gap.type,gap.yearly_application_on_soil,scenario,0.compound_pec,1.compound_pec,0.compound_name,1.compound_name
6.0,160.08,6.0,6.0,1.15407,1209.49,0.2,6.0,189.78,6.0,6.0,0.87078,52.93,300.0,Compound 4024836537355413165,0.0,20.0,0.0001,80.0,300.0,Compound 5662118156508859326,0.0,20.0,8.2e-05,109.2426,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.6139353438243308,2.724781258002394,Compound 5662118156508859326,Compound 4024836537355413165
6.0,435.8,6.0,6.0,1.06838,416.02,0.2,6.0,99.13,6.0,6.0,0.9371,9.56,300.0,Compound -5005722250722301178,0.0,20.0,0.0001,80.0,300.0,Compound 2811538841380284226,0.0,20.0,1.9e-07,101.918,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,10.258608374714722,4.069339561400218,Compound 2811538841380284226,Compound -5005722250722301178
6.0,220.99,6.0,6.0,1.06537,2004.58,0.2,6.0,115.75,6.0,6.0,0.99757,0.37,300.0,Compound 8089232591622296367,0.0,20.0,0.0001,80.0,300.0,Compound 217040502663473615,0.0,20.0,9.4e-05,9.1765,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.04142984289668424,7.009189187629651,Compound 217040502663473615,Compound 8089232591622296367
6.0,440.76,6.0,6.0,0.9749,162.34,0.2,6.0,28.97,6.0,6.0,0.92912,87.43,300.0,Compound -3466741244926426541,0.0,20.0,0.0001,80.0,300.0,Compound -2651555051279770802,0.0,20.0,6e-08,3462.5651,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,17.10868967240056,0.2705559913942519,Compound -2651555051279770802,Compound -3466741244926426541
6.0,444.35,6.0,6.0,0.84313,1035.23,0.2,6.0,107.93,6.0,6.0,0.70494,13.45,300.0,Compound -4758009009719553638,0.0,20.0,0.0001,80.0,300.0,Compound 4335959390406799158,0.0,20.0,0.00053,824.3396,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,3.4615457189714073e-10,1.791066369536602,Compound 4335959390406799158,Compound -4758009009719553638
6.0,388.72,6.0,6.0,1.16475,6.72,0.2,6.0,7.63,6.0,6.0,0.76632,204.75,300.0,Compound -491032703940843881,0.0,20.0,0.0001,80.0,300.0,Compound 8926715256058176443,0.0,20.0,4.7e-06,119.9753,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,43.05934761313836,0.04121649962676777,Compound 8926715256058176443,Compound -491032703940843881
6.0,267.48,6.0,6.0,1.01404,0.33,0.2,6.0,173.87,6.0,6.0,0.76701,0.14,300.0,Compound -192836782863582071,0.0,20.0,0.0001,80.0,300.0,Compound -2920160970790700327,0.0,20.0,1.4e-06,525.3867,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,43.64437130139673,1.843027440012279,Compound -2920160970790700327,Compound -192836782863582071
6.0,320.1,6.0,6.0,0.91597,5.98,0.2,6.0,7.05,6.0,6.0,0.98165,0.37,300.0,Compound -7293487127501466597,0.0,20.0,0.0001,80.0,300.0,Compound -2953688144889671480,0.0,20.0,0.0094,2.3724,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,4.1238471022668755,0.022544199453860582,Compound -2953688144889671480,Compound -7293487127501466597
6.0,55.6,6.0,6.0,0.8756,62.98,0.2,6.0,10.22,6.0,6.0,0.70327,0.67,300.0,Compound 6977218978719583282,0.0,20.0,0.0001,80.0,300.0,Compound -1808878102206794587,0.0,20.0,3.6e-05,7.3815,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.8441374949458936,0.4667279234845088,Compound -1808878102206794587,Compound 6977218978719583282
6.0,110.5,6.0,6.0,0.76524,1908.95,0.2,6.0,294.38,6.0,6.0,1.00153,0.18,300.0,Compound 8011395698331933197,0.0,20.0,0.0001,80.0,300.0,Compound -6247935947739787320,0.0,20.0,3.6e-05,95.6549,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.0,8.94715856469794,Compound -6247935947739787320,Compound 8011395698331933197
6.0,145.03,6.0,6.0,1.02772,0.13,0.2,6.0,8.6,6.0,6.0,1.09441,2088.51,300.0,Compound 8713656542141395099,0.0,20.0,0.0001,80.0,300.0,Compound -386014646740411286,0.0,20.0,1.1e-08,7.6694,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,36.34787640178435,0.10221218318212538,Compound -386014646740411286,Compound 8713656542141395099
6.0,345.67,6.0,6.0,1.18217,254.93,0.2,6.0,80.25,6.0,6.0,0.77932,4.79,300.0,Compound -906979766963459836,0.0,20.0,0.0001,80.0,300.0,Compound -2641283523667900636,0.0,20.0,0.00052,4.5356,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,10.316004315878319,1.1902470501080347,Compound -2641283523667900636,Compound -906979766963459836
6.0,323.95,6.0,6.0,1.15638,0.25,0.2,6.0,2.8,6.0,6.0,0.76663,1251.31,300.0,Compound 5908896856484280921,0.0,20.0,0.0001,80.0,300.0,Compound -8535545770336488315,0.0,20.0,7.8e-06,11.5691,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,35.57742931850598,0.021850876002270127,Compound -8535545770336488315,Compound 5908896856484280921
6.0,201.68,6.0,6.0,0.73651,2.65,0.2,6.0,17.52,6.0,6.0,0.78526,1930.55,300.0,Compound 2168538514579049599,0.0,20.0,0.0001,80.0,300.0,Compound -581490531428632551,0.0,20.0,1.7e-06,413.8585,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,35.89482894364916,0.07967715076655582,Compound -581490531428632551,Compound 2168538514579049599
6.0,338.57,6.0,6.0,1.15026,0.54,0.2,6.0,1.87,6.0,6.0,0.92573,5.58,300.0,Compound -1069989631009152848,0.0,20.0,0.0001,80.0,300.0,Compound 5200470104954900748,0.0,20.0,2.5e-05,236.8794,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,44.09952272943217,0.04149682046354393,Compound 5200470104954900748,Compound -1069989631009152848
6.0,225.63,6.0,6.0,0.94675,0.99,0.2,6.0,4.47,6.0,6.0,0.95536,24.28,300.0,Compound -8865140027268941852,0.0,20.0,0.0001,80.0,300.0,Compound -3995454330916758573,0.0,20.0,0.0019,35.1749,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,14.83547458709798,0.03652753420018244,Compound -3995454330916758573,Compound -8865140027268941852
6.0,266.99,6.0,6.0,0.80687,886.1,0.2,6.0,25.15,6.0,6.0,1.09464,0.63,300.0,Compound -3142845788182560058,0.0,20.0,0.0001,80.0,300.0,Compound -6535052951297755852,0.0,20.0,9e-06,242.5184,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.0,2.3133707054236625,Compound -6535052951297755852,Compound -3142845788182560058
6.0,323.89,6.0,6.0,0.89152,173.74,0.2,6.0,8.49,6.0,6.0,0.79668,115.65,300.0,Compound 4547801668998750043,0.0,20.0,0.0001,80.0,300.0,Compound 5564659537030716896,0.0,20.0,0.00012,8.4234,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,6.233608297000018,0.014333520354822705,Compound 5564659537030716896,Compound 4547801668998750043
6.0,48.11,6.0,6.0,1.04209,885.58,0.2,6.0,75.77,6.0,6.0,1.13289,0.32,300.0,Compound 7346624276475286972,0.0,20.0,0.0001,80.0,300.0,Compound -5824062363537749539,0.0,20.0,4.5e-05,221.1436,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.0008557037949827172,5.746754243420171,Compound -5824062363537749539,Compound 7346624276475286972
6.0,102.67,6.0,6.0,1.0945,0.18,0.2,6.0,332.9,6.0,6.0,1.14825,29.63,300.0,Compound 3481918561250492190,0.0,20.0,0.0001,80.0,300.0,Compound 3890678605537613907,0.0,20.0,7.3e-05,58.2225,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,20.831811248109883,2.592472129415806,Compound 3890678605537613907,Compound 3481918561250492190
6.0,109.33,6.0,6.0,1.09603,1494.52,0.2,6.0,33.48,6.0,6.0,0.72956,1971.57,300.0,Compound 737535142414218214,0.0,20.0,0.0001,80.0,300.0,Compound 3065404955707921930,0.0,20.0,8e-05,0.9539,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.024025872613822198,0.0001327802763358608,Compound 3065404955707921930,Compound 737535142414218214
6.0,411.21,6.0,6.0,0.84595,80.45,0.2,6.0,4.46,6.0,6.0,0.99743,0.24,300.0,Compound 2848055488959023580,0.0,20.0,0.0001,80.0,300.0,Compound -1206959415817288031,0.0,20.0,1.1e-08,22.7322,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,18.637109344643598,0.26695286291239706,Compound -1206959415817288031,Compound 2848055488959023580
6.0,321.2,6.0,6.0,0.8396,36.88,0.2,6.0,309.24,6.0,6.0,1.0091,104.17,300.0,Compound -8285838683789079054,0.0,20.0,0.0001,80.0,300.0,Compound 6362384763853757652,0.0,20.0,1.6e-05,3074.6601,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,25.179666322601516,2.3480003033993366,Compound 6362384763853757652,Compound -8285838683789079054
6.0,280.8,6.0,6.0,1.09357,4.48,0.2,6.0,56.78,6.0,6.0,0.99438,37.8,300.0,Compound 3962326957975601917,0.0,20.0,0.0001,80.0,300.0,Compound 6086116463363387365,0.0,20.0,1.6e-06,472.9445,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,40.954465851566866,0.6944327848260606,Compound 6086116463363387365,Compound 3962326957975601917
6.0,283.23,6.0,6.0,0.75271,29.27,0.2,6.0,3.05,6.0,6.0,0.80416,887.2,300.0,Compound -7783409758254206376,0.0,20.0,0.0001,80.0,300.0,Compound -502290863855920905,0.0,20.0,2.5e-07,3.2581,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,21.62652521816397,0.018176463712489842,Compound -502290863855920905,Compound -7783409758254206376
6.0,302.36,6.0,6.0,0.95543,1415.11,0.2,6.0,1.28,6.0,6.0,0.94305,11.99,300.0,Compound 1734550535551126366,0.0,20.0,0.0001,80.0,300.0,Compound -6065978445018029515,0.0,20.0,8.6e-05,42.1425,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.0035031212112103085,0.0011288088032763042,Compound -6065978445018029515,Compound 1734550535551126366
6.0,219.18,6.0,6.0,0.97423,0.49,0.2,6.0,32.28,6.0,6.0,0.83889,161.23,300.0,Compound -3118791657425625119,0.0,20.0,0.0001,80.0,300.0,Compound -275298270892043185,0.0,20.0,1.1e-06,7.9144,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,37.85646464741488,0.10601906831660346,Compound -275298270892043185,Compound -3118791657425625119
6.0,149.67,6.0,6.0,1.19694,1.47,0.2,6.0,206.0,6.0,6.0,1.04418,264.35,300.0,Compound -6966114127097526723,0.0,20.0,0.0001,80.0,300.0,Compound -2389526168270141988,0.0,20.0,1.8e-06,96.1242,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,35.729127635159664,1.003752863522533,Compound -2389526168270141988,Compound -6966114127097526723
6.0,269.1,6.0,6.0,0.78923,0.33,0.2,6.0,2.51,6.0,6.0,0.73791,141.52,300.0,Compound 1209801222370393719,0.0,20.0,0.0001,80.0,300.0,Compound 2772683712925070386,0.0,20.0,5.3e-07,39.4796,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,43.094499085170504,0.03432031338720613,Compound 2772683712925070386,Compound 1209801222370393719
6.0,275.26,6.0,6.0,0.89215,32.63,0.2,6.0,335.84,6.0,6.0,0.72898,29.49,300.0,Compound 1097678047100604110,0.0,20.0,0.0001,80.0,300.0,Compound 6950090609624746222,0.0,20.0,5e-06,250.6404,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,26.999308863392525,1.6795051352258843,Compound 6950090609624746222,Compound 1097678047100604110
6.0,93.04,6.0,6.0,0.76599,6.22,0.2,6.0,1.16,6.0,6.0,0.8217,923.13,300.0,Compound -5699757514128550322,0.0,20.0,0.0001,80.0,300.0,Compound -8878409355974580737,0.0,20.0,1.3e-05,205.173,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,20.38061764212823,0.030950650006811877,Compound -8878409355974580737,Compound -5699757514128550322
6.0,13.7,6.0,6.0,1.12635,0.11,0.2,6.0,23.49,6.0,6.0,0.82941,2.61,300.0,Compound 6049084811210268809,0.0,20.0,0.0001,80.0,300.0,Compound -6372000076339043647,0.0,20.0,1.7e-07,2.9189,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,1.3788865674745003,1.4146234161037436,Compound -6372000076339043647,Compound 6049084811210268809
6.0,70.1,6.0,6.0,1.19111,20.79,0.2,6.0,7.37,6.0,6.0,1.03249,3.32,300.0,Compound -329805524185435773,0.0,20.0,0.0001,80.0,300.0,Compound 2884800357113328300,0.0,20.0,0.0022,9.0488,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,5.779703576924159,0.1620905443185386,Compound 2884800357113328300,Compound -329805524185435773
6.0,33.88,6.0,6.0,0.80567,0.53,0.2,6.0,29.66,6.0,6.0,1.14232,1.86,300.0,Compound -4454376728365674169,0.0,20.0,0.0001,80.0,300.0,Compound -7742291532427393348,0.0,20.0,0.00075,59.4125,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,4.901581813983277,1.3229097023826075,Compound -7742291532427393348,Compound -4454376728365674169
6.0,145.73,6.0,6.0,0.86452,1.65,0.2,6.0,1.65,6.0,6.0,0.82444,0.41,300.0,Compound 6197891864579170661,0.0,20.0,0.0001,80.0,300.0,Compound -5140399618649942066,0.0,20.0,0.0027,165.8984,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,15.797714708887638,0.0364089662372962,Compound -5140399618649942066,Compound 6197891864579170661
6.0,300.79,6.0,6.0,0.96605,142.69,0.2,6.0,214.17,6.0,6.0,1.1589,11.62,300.0,Compound 4211828821956071590,0.0,20.0,0.0001,80.0,300.0,Compound 3157187309615118700,0.0,20.0,3.9e-05,386.2768,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,13.20752825982286,5.411757255419024,Compound 3157187309615118700,Compound 4211828821956071590
6.0,349.26,6.0,6.0,0.95585,33.85,0.2,6.0,11.28,6.0,6.0,0.88602,7.59,300.0,Compound -9187274478036146096,0.0,20.0,0.0001,80.0,300.0,Compound -6019322760016463205,0.0,20.0,2.7e-05,142.7067,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,31.245636870133893,0.3058584066468507,Compound -6019322760016463205,Compound -9187274478036146096
6.0,316.8,6.0,6.0,1.15886,0.31,0.2,6.0,20.24,6.0,6.0,0.78568,55.08,300.0,Compound 9042235464872807787,0.0,20.0,0.0001,80.0,300.0,Compound 5029506690023945980,0.0,20.0,1e-05,0.3552,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,17.792280012102292,0.032743269048248376,Compound 5029506690023945980,Compound 9042235464872807787
6.0,320.67,6.0,6.0,1.01078,10.93,0.2,6.0,1.69,6.0,6.0,0.81092,8.98,300.0,Compound 8051825697018403949,0.0,20.0,0.0001,80.0,300.0,Compound 8346107923207403022,0.0,20.0,0.013,106.9546,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,14.747226582106917,0.010967988327932426,Compound 8346107923207403022,Compound 8051825697018403949
6.0,417.9,6.0,6.0,1.03739,62.34,0.2,6.0,31.3,6.0,6.0,1.14515,1.89,300.0,Compound -8603580232773427955,0.0,20.0,0.0001,80.0,300.0,Compound 1393879475520221830,0.0,20.0,1.5e-08,6444.228,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,30.853355216431403,1.302698371884051,Compound 1393879475520221830,Compound -8603580232773427955
6.0,37.25,6.0,6.0,1.12021,0.11,0.2,6.0,3.02,6.0,6.0,1.01224,0.19,300.0,Compound 6379421864152852484,0.0,20.0,0.0001,80.0,300.0,Compound 4799648666272632086,0.0,20.0,0.011,482.4412,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,5.290674576103063,0.09314414039555018,Compound 4799648666272632086,Compound 6379421864152852484
6.0,421.33,6.0,6.0,0.93813,570.22,0.2,6.0,106.23,6.0,6.0,1.14482,0.49,300.0,Compound -3578000136704649815,0.0,20.0,0.0001,80.0,300.0,Compound -124590074005252816,0.0,20.0,0.0001,188.1709,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,1.632134207352694,6.544152035661434,Compound -124590074005252816,Compound -3578000136704649815
6.0,104.92,6.0,6.0,0.94766,61.09,0.2,6.0,103.94,6.0,6.0,0.93034,0.79,300.0,Compound -3130422815400354693,0.0,20.0,0.0001,80.0,300.0,Compound 8930401889519422005,0.0,20.0,9.9e-05,4.3729,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,4.965324881781173,3.380760854554321,Compound 8930401889519422005,Compound -3130422815400354693
6.0,451.54,6.0,6.0,0.74649,1948.55,0.2,6.0,143.98,6.0,6.0,0.81018,0.81,300.0,Compound -8963754981205482589,0.0,20.0,0.0001,80.0,300.0,Compound 44755358433237357,0.0,20.0,9.7e-06,1620.1677,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.0,7.158343612622061,Compound 44755358433237357,Compound -8963754981205482589
6.0,193.16,6.0,6.0,0.82654,4.5,0.2,6.0,23.68,6.0,6.0,0.77395,13.14,300.0,Compound 7880999616060059030,0.0,20.0,0.0001,80.0,300.0,Compound -3255783980365147689,0.0,20.0,0.14,174.83,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,6.777678851763422,0.056782886481029124,Compound -3255783980365147689,Compound 7880999616060059030
6.0,400.21,6.0,6.0,0.986,1.57,0.2,6.0,37.23,6.0,6.0,0.82363,57.96,300.0,Compound 3762825610578908168,0.0,20.0,0.0001,80.0,300.0,Compound -4542767973902834659,0.0,20.0,5e-07,3.5867,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,43.420828876940206,0.09528316048975674,Compound -4542767973902834659,Compound 3762825610578908168
6.0,122.09,6.0,6.0,0.86712,350.98,0.2,6.0,45.37,6.0,6.0,1.07224,3.09,300.0,Compound 4530475238862302897,0.0,20.0,0.0001,80.0,300.0,Compound -9021864268478483671,0.0,20.0,8.3e-05,89.2275,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.004134532629241917,4.016096511828963,Compound -9021864268478483671,Compound 4530475238862302897
6.0,303.24,6.0,6.0,1.08497,0.12,0.2,6.0,1.21,6.0,6.0,0.71048,419.02,300.0,Compound 6790348246342413718,0.0,20.0,0.0001,80.0,300.0,Compound 3503969435639438076,0.0,20.0,0.0024,38.8611,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,15.33166230171674,0.007115457496107015,Compound 3503969435639438076,Compound 6790348246342413718
6.0,367.2,6.0,6.0,1.17089,19.04,0.2,6.0,11.45,6.0,6.0,1.03068,9.73,300.0,Compound -7405324741631140479,0.0,20.0,0.0001,80.0,300.0,Compound -2834018600290505614,0.0,20.0,2.7e-07,98.4367,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,40.22858954798747,0.27897196828732873,Compound -2834018600290505614,Compound -7405324741631140479
6.0,147.32,6.0,6.0,0.89095,910.42,0.2,6.0,374.39,6.0,6.0,0.88396,0.21,300.0,Compound -1644625452763317402,0.0,20.0,0.0001,80.0,300.0,Compound 6937752069757786057,0.0,20.0,2.1e-07,208.4,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,5.210913175162499e-07,9.264515887052335,Compound 6937752069757786057,Compound -1644625452763317402
6.0,159.77,6.0,6.0,1.09788,0.44,0.2,6.0,35.32,6.0,6.0,0.7408,1090.88,300.0,Compound -5187387983136412579,0.0,20.0,0.0001,80.0,300.0,Compound 7075139655892187402,0.0,20.0,1.7e-05,227.9558,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,36.434725514606825,0.10065864026998748,Compound 7075139655892187402,Compound -5187387983136412579
6.0,265.05,6.0,6.0,1.15328,3.79,0.2,6.0,7.82,6.0,6.0,0.97691,0.12,300.0,Compound -1508160879863195845,0.0,20.0,0.0001,80.0,300.0,Compound 606582921164085093,0.0,20.0,1.7e-05,325.2663,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,40.58231134688126,0.2642583303082646,Compound 606582921164085093,Compound -1508160879863195845
6.0,330.63,6.0,6.0,0.7277,410.75,0.2,6.0,5.28,6.0,6.0,0.88043,231.67,300.0,Compound 6464534360863558710,0.0,20.0,0.0001,80.0,300.0,Compound 2541343387174960644,0.0,20.0,2e-05,560.3863,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,0.0,3.1955896126101376e-13,Compound 2541343387174960644,Compound 6464534360863558710
6.0,206.18,6.0,6.0,0.86951,61.89,0.2,6.0,9.93,6.0,6.0,0.93252,35.8,300.0,Compound 3371588857563358686,0.0,20.0,0.0001,80.0,300.0,Compound 7280999242910487879,0.0,20.0,1.4e-06,1734.1889,0001-05-05 00:00:00,0001-05-19 00:00:00,1,14,WC,GAP -296091488377847865,2,250.0,0001-05-05T00:00:00,50.0,50.0,absolute,100.0,Scenario.H,13.096984432183557,0.1923689836544657,Compound 7280999242910487879,Compound 3371588857563358686
